sensor_measurement_11,sensor_measurement_4,sensor_measurement_12,sensor_measurement_7,sensor_measurement_15,sensor_measurement_21,sensor_measurement_20,sensor_measurement_2,sensor_measurement_17,sensor_measurement_3,sensor_measurement_8,sensor_measurement_13,sensor_measurement_14,sensor_measurement_9,sensor_measurement_10,sensor_measurement_1,sensor_measurement_19,sensor_measurement_18,sensor_measurement_6,label,dataset_source
48.34,1423.81,519.84,551.95,8.5167,22.9966,38.63,644.0,396,1596.51,2388.32,2388.35,8107.33,9032.36,1.3,518.67,100.0,2388,21.61,failure,train
48.05,1430.47,519.66,551.7,8.5294,23.0273,38.33,644.01,396,1597.82,2388.32,2388.31,8108.33,9035.7,1.3,518.67,100.0,2388,21.61,failure,train
48.07,1432.22,519.42,551.31,8.4857,22.9949,38.58,643.52,397,1598.05,2388.25,2388.3,8110.1,9031.12,1.3,518.67,100.0,2388,21.61,failure,train
48.21,1434.09,519.5,551.33,8.5261,23.1199,38.45,643.78,396,1603.37,2388.35,2388.28,8110.79,9035.51,1.3,518.67,100.0,2388,21.61,failure,train
48.27,1430.37,519.8,550.59,8.5013,22.9396,38.25,644.01,395,1603.59,2388.31,2388.36,8108.26,9029.07,1.3,518.67,100.0,2388,21.61,failure,train
48.21,1423.45,519.03,551.45,8.5324,23.0449,38.51,643.76,396,1602.69,2388.29,2388.33,8109.59,9035.79,1.3,518.67,100.0,2388,21.61,failure,train
48.21,1434.92,518.98,550.7,8.5358,22.9577,38.42,643.47,397,1600.63,2388.34,2388.34,8102.82,9027.96,1.3,518.67,100.0,2388,21.61,failure,train
47.24,1395.48,522.19,554.76,8.4081,23.4073,38.97,642.38,390,1589.49,2387.97,2387.99,8141.69,9071.27,1.3,518.67,100.0,2388,21.61,normal,train
47.0,1395.97,522.3,553.97,8.4216,23.5043,38.85,642.57,391,1583.11,2388.0,2388.02,8148.24,9078.21,1.3,518.67,100.0,2388,21.61,normal,train
47.18,1397.74,522.36,554.95,8.4258,23.4113,39.07,642.25,392,1589.44,2387.95,2387.98,8148.83,9063.37,1.3,518.67,100.0,2388,21.61,normal,train
47.07,1397.85,522.09,553.3,8.4175,23.4616,39.12,642.31,392,1585.59,2388.06,2388.06,8150.3,9068.16,1.3,518.67,100.0,2388,21.61,normal,train
47.31,1402.54,522.0,554.64,8.4099,23.4781,38.94,642.25,391,1587.23,2388.04,2388.01,8149.4,9066.99,1.3,518.67,100.0,2388,21.61,normal,train
47.29,1403.1,521.89,553.89,8.406,23.394,39.07,642.49,392,1586.12,2388.07,2388.0,8151.48,9067.91,1.3,518.67,100.0,2388,21.61,normal,train
47.21,1391.19,522.54,554.66,8.3984,23.349,38.91,642.45,392,1588.36,2387.98,2388.0,8153.91,9069.13,1.3,518.67,100.0,2388,21.61,normal,train
47.19,1401.42,522.26,554.05,8.402,23.381,38.95,642.41,392,1586.97,2388.01,2388.08,8146.34,9064.8,1.3,518.67,100.0,2388,21.61,normal,train
47.23,1401.77,521.78,554.31,8.3848,23.4429,38.93,642.22,392,1582.13,2387.97,2388.04,8153.01,9069.41,1.3,518.67,100.0,2388,21.61,normal,train
47.14,1393.25,522.09,554.14,8.4222,23.3398,38.96,642.29,392,1588.96,2387.96,2388.02,8151.36,9065.28,1.3,518.67,100.0,2388,21.61,normal,train
47.39,1393.96,522.12,554.11,8.3948,23.3074,39.14,642.74,392,1585.25,2388.01,2387.98,8144.89,9074.91,1.3,518.67,100.0,2388,21.61,normal,train
47.28,1397.36,522.13,554.21,8.3766,23.3777,38.92,642.08,393,1590.55,2387.99,2387.99,8149.4,9071.72,1.3,518.67,100.0,2388,21.61,normal,train
47.17,1392.15,522.55,554.61,8.4199,23.4383,39.01,642.47,391,1584.88,2387.95,2388.01,8144.81,9065.52,1.3,518.67,100.0,2388,21.61,normal,train
47.18,1390.48,521.98,554.47,8.4196,23.4888,39.02,641.76,391,1579.88,2388.05,2388.01,8148.8,9067.42,1.3,518.67,100.0,2388,21.61,normal,train
47.24,1398.41,521.89,554.02,8.3901,23.3772,39.07,642.29,393,1582.42,2388.08,2388.0,8146.48,9068.28,1.3,518.67,100.0,2388,21.61,normal,train
47.04,1405.02,522.54,554.14,8.4122,23.3613,39.08,642.3,391,1588.69,2387.97,2388.02,8153.29,9073.41,1.3,518.67,100.0,2388,21.61,normal,train
47.34,1397.63,522.02,554.94,8.419,23.404,38.93,642.08,390,1588.75,2387.94,2387.99,8151.04,9071.39,1.3,518.67,100.0,2388,21.61,normal,train
47.21,1394.65,522.31,553.92,8.388,23.4165,38.87,642.47,392,1583.49,2387.98,2388.04,8149.43,9073.12,1.3,518.67,100.0,2388,21.61,normal,train
47.16,1397.51,522.26,554.2,8.4216,23.4083,39.02,642.01,392,1586.11,2388.0,2388.0,8153.83,9065.77,1.3,518.67,100.0,2388,21.61,normal,train
47.22,1395.92,522.61,554.26,8.4111,23.3776,38.87,641.99,392,1585.03,2388.02,2388.02,8149.54,9068.68,1.3,518.67,100.0,2388,21.61,normal,train
47.23,1404.33,521.78,554.69,8.3926,23.3863,38.79,641.77,393,1589.77,2388.03,2387.97,8148.23,9071.68,1.3,518.67,100.0,2388,21.61,normal,train
47.25,1394.58,522.02,554.63,8.3609,23.2512,39.01,641.44,393,1578.03,2388.0,2388.0,8145.29,9071.1,1.3,518.67,100.0,2388,21.61,normal,train
47.21,1398.09,522.48,554.38,8.4143,23.3937,39.06,641.76,391,1586.41,2388.01,2388.01,8146.64,9067.09,1.3,518.67,100.0,2388,21.61,normal,train
47.3,1398.75,522.65,553.84,8.4022,23.4204,39.03,642.44,391,1583.32,2387.99,2388.02,8151.81,9066.23,1.3,518.67,100.0,2388,21.61,normal,train
47.26,1397.07,522.27,554.2,8.4361,23.3838,39.05,641.79,392,1578.13,2388.07,2387.97,8149.05,9072.66,1.3,518.67,100.0,2388,21.61,normal,train
47.12,1401.19,522.7,554.88,8.3712,23.3981,39.01,641.87,393,1585.88,2388.0,2388.01,8146.94,9071.55,1.3,518.67,100.0,2388,21.6,normal,train
47.27,1397.39,522.38,553.65,8.4167,23.4148,38.85,642.68,391,1585.5,2388.05,2387.95,8156.32,9069.54,1.3,518.67,100.0,2388,21.61,normal,train
47.21,1405.38,521.65,553.65,8.4114,23.376,39.07,642.68,392,1586.11,2388.02,2388.02,8148.06,9071.83,1.3,518.67,100.0,2388,21.61,normal,train
47.13,1396.71,522.52,555.01,8.3806,23.4833,39.08,641.9,393,1589.95,2388.01,2388.01,8151.06,9073.64,1.3,518.67,100.0,2388,21.61,normal,train
47.19,1396.49,522.06,554.78,8.4228,23.4269,39.01,642.18,391,1585.13,2388.03,2387.98,8147.52,9069.39,1.3,518.67,100.0,2388,21.6,normal,train
47.14,1402.76,522.51,554.51,8.4266,23.3568,38.97,641.99,393,1589.16,2387.98,2388.01,8147.99,9071.21,1.3,518.67,100.0,2388,21.61,normal,train
47.18,1397.4,522.37,554.74,8.3815,23.359,38.84,642.15,393,1589.46,2387.97,2388.01,8144.37,9075.17,1.3,518.67,100.0,2388,21.61,normal,train
47.28,1399.12,522.75,554.47,8.387,23.2902,38.97,642.19,392,1585.17,2387.98,2388.01,8149.86,9065.57,1.3,518.67,100.0,2388,21.61,normal,train
47.19,1402.93,521.87,554.36,8.4168,23.4113,39.21,642.09,392,1583.36,2388.02,2388.02,8153.09,9054.44,1.3,518.67,100.0,2388,21.61,normal,train
47.3,1409.12,522.72,554.6,8.4014,23.3942,39.14,642.67,392,1591.02,2387.99,2387.96,8152.36,9065.34,1.3,518.67,100.0,2388,21.61,normal,train
47.32,1393.49,522.31,554.98,8.4154,23.4273,38.9,642.54,394,1581.96,2387.96,2388.06,8146.1,9066.31,1.3,518.67,100.0,2388,21.61,normal,train
47.12,1400.55,522.42,554.36,8.4042,23.4181,39.12,642.4,394,1584.97,2387.95,2387.99,8147.06,9062.36,1.3,518.67,100.0,2388,21.61,normal,train
47.13,1393.57,522.53,554.52,8.4168,23.4189,38.99,642.41,391,1590.3,2388.0,2388.03,8148.72,9068.9,1.3,518.67,100.0,2388,21.61,normal,train
47.35,1403.52,522.05,554.04,8.4314,23.3436,39.15,642.39,392,1582.33,2387.96,2388.01,8150.14,9076.57,1.3,518.67,100.0,2388,21.61,normal,train
47.32,1393.32,522.63,554.96,8.3988,23.4054,39.11,642.14,390,1587.0,2387.99,2387.95,8153.55,9063.64,1.3,518.67,100.0,2388,21.61,normal,train
47.08,1406.12,522.49,554.64,8.401,23.3194,39.06,642.39,392,1590.4,2387.99,2388.05,8145.41,9063.5,1.3,518.67,100.0,2388,21.61,normal,train
47.21,1398.14,522.68,554.05,8.4047,23.3355,39.05,642.7,393,1580.26,2387.98,2388.01,8151.03,9078.32,1.3,518.67,100.0,2388,21.61,normal,train
47.2,1397.5,521.93,555.01,8.4454,23.3467,39.21,642.32,391,1582.93,2388.01,2388.0,8149.53,9066.91,1.3,518.67,100.0,2388,21.61,normal,train
47.31,1398.15,522.52,554.95,8.4042,23.4205,38.87,642.64,392,1587.5,2388.0,2387.98,8148.41,9073.91,1.3,518.67,100.0,2388,21.61,normal,train
47.17,1399.97,522.39,554.07,8.3894,23.4295,39.13,642.25,392,1587.23,2388.0,2387.99,8151.49,9071.53,1.3,518.67,100.0,2388,21.61,normal,train
47.42,1405.02,522.22,554.9,8.3882,23.4833,39.02,642.37,392,1586.17,2387.98,2387.97,8148.61,9067.1,1.3,518.67,100.0,2388,21.61,normal,train
47.2,1401.47,522.02,553.74,8.407,23.2798,38.98,641.94,391,1587.72,2387.99,2387.98,8148.97,9058.35,1.3,518.67,100.0,2388,21.61,normal,train
47.11,1398.81,522.33,554.05,8.4164,23.3583,38.93,641.94,391,1585.35,2387.99,2388.05,8146.56,9066.88,1.3,518.67,100.0,2388,21.61,normal,train
47.33,1396.88,522.03,554.21,8.4129,23.4089,38.93,642.43,391,1586.42,2387.98,2387.99,8146.5,9063.5,1.3,518.67,100.0,2388,21.61,normal,train
47.22,1400.31,522.43,553.68,8.4159,23.5133,38.86,642.41,393,1590.47,2388.04,2387.98,8150.6,9073.14,1.3,518.67,100.0,2388,21.61,normal,train
47.41,1397.42,522.55,553.66,8.4323,23.3101,38.81,642.17,392,1580.05,2388.01,2388.03,8149.63,9075.92,1.3,518.67,100.0,2388,21.61,normal,train
47.18,1402.13,522.42,555.14,8.414,23.4335,39.18,641.91,392,1585.51,2388.0,2387.95,8143.99,9071.36,1.3,518.67,100.0,2388,21.6,normal,train
47.31,1395.45,522.3,553.87,8.4169,23.3092,39.11,642.38,393,1582.33,2388.06,2388.05,8152.02,9068.45,1.3,518.67,100.0,2388,21.61,normal,train
47.41,1400.98,522.21,553.78,8.4129,23.4177,39.01,641.8,392,1590.77,2387.99,2387.98,8150.8,9073.05,1.3,518.67,100.0,2388,21.61,normal,train
47.09,1399.74,522.02,554.13,8.3869,23.42,38.99,642.19,392,1585.93,2387.98,2387.94,8144.65,9069.34,1.3,518.67,100.0,2388,21.61,normal,train
47.37,1395.08,522.45,554.66,8.4122,23.2743,38.94,642.53,391,1584.43,2388.02,2388.01,8143.72,9064.3,1.3,518.67,100.0,2388,21.61,normal,train
47.25,1398.43,522.5,553.87,8.41,23.3419,39.12,643.02,392,1585.71,2387.99,2388.08,8152.99,9069.75,1.3,518.67,100.0,2388,21.61,normal,train
47.19,1400.97,523.0,555.14,8.383,23.2486,39.06,642.09,392,1587.14,2387.99,2388.0,8151.29,9066.81,1.3,518.67,100.0,2388,21.6,normal,train
47.29,1397.92,521.81,554.73,8.433,23.4702,39.22,642.29,390,1585.96,2388.0,2387.99,8152.7,9070.86,1.3,518.67,100.0,2388,21.61,normal,train
47.24,1396.21,521.99,554.44,8.3696,23.2723,39.11,642.19,390,1581.21,2388.01,2388.0,8152.6,9074.64,1.3,518.67,100.0,2388,21.61,normal,train
47.26,1402.82,522.32,553.9,8.4018,23.4476,39.06,642.08,392,1586.13,2387.98,2388.02,8149.72,9068.88,1.3,518.67,100.0,2388,21.61,normal,train
47.29,1390.39,522.74,553.81,8.4175,23.3247,38.99,642.15,391,1585.67,2388.0,2387.97,8144.15,9073.22,1.3,518.67,100.0,2388,21.61,normal,train
47.17,1400.55,521.82,554.64,8.4172,23.3449,39.21,642.36,391,1578.24,2388.03,2388.01,8151.83,9062.13,1.3,518.67,100.0,2388,21.6,normal,train
47.28,1399.36,521.96,554.43,8.4112,23.4167,39.1,642.54,392,1589.13,2388.03,2387.98,8149.32,9065.16,1.3,518.67,100.0,2388,21.61,normal,train
47.28,1396.6,522.18,554.11,8.4259,23.5043,39.0,642.31,390,1578.07,2388.01,2387.98,8150.85,9071.37,1.3,518.67,100.0,2388,21.61,normal,train
47.42,1399.23,522.88,554.53,8.4027,23.3637,39.05,642.54,393,1586.72,2387.98,2387.94,8148.32,9062.81,1.3,518.67,100.0,2388,21.61,normal,train
47.35,1402.68,522.2,554.02,8.3811,23.2758,38.94,642.61,391,1582.7,2388.0,2388.01,8149.89,9070.66,1.3,518.67,100.0,2388,21.61,normal,train
47.17,1395.57,521.64,554.02,8.393,23.4418,39.09,641.8,391,1586.66,2388.03,2388.05,8144.9,9072.02,1.3,518.67,100.0,2388,21.61,normal,train
47.36,1403.5,522.14,554.47,8.4268,23.3819,38.96,642.22,392,1593.46,2388.04,2387.97,8154.01,9070.6,1.3,518.67,100.0,2388,21.6,normal,train
47.25,1399.04,521.82,554.01,8.363,23.447,39.01,642.09,391,1583.19,2388.05,2388.05,8151.95,9063.46,1.3,518.67,100.0,2388,21.61,normal,train
47.37,1398.9,522.31,554.66,8.3882,23.406,39.03,641.53,391,1584.6,2387.95,2388.01,8155.14,9068.88,1.3,518.67,100.0,2388,21.61,normal,train
47.1,1406.47,522.54,554.88,8.4404,23.3463,38.98,641.78,391,1582.54,2387.98,2388.01,8146.52,9066.14,1.3,518.67,100.0,2388,21.61,normal,train
47.12,1401.72,521.77,554.39,8.4095,23.4238,39.15,642.12,392,1588.4,2388.03,2388.06,8151.89,9066.59,1.3,518.67,100.0,2388,21.61,normal,train
47.28,1407.77,522.51,553.65,8.41,23.4331,39.07,642.1,394,1587.52,2388.01,2388.01,8151.1,9073.81,1.3,518.67,100.0,2388,21.61,normal,train
47.52,1402.11,522.01,554.73,8.3808,23.372,38.93,642.29,392,1582.94,2388.05,2388.01,8148.23,9068.74,1.3,518.67,100.0,2388,21.61,normal,train
47.36,1407.16,522.26,554.14,8.3883,23.4115,39.02,642.11,390,1585.7,2387.98,2388.01,8148.71,9075.29,1.3,518.67,100.0,2388,21.61,normal,train
47.29,1400.6,522.27,554.47,8.4149,23.3784,38.91,642.36,392,1588.83,2388.06,2387.99,8151.03,9072.36,1.3,518.67,100.0,2388,21.61,normal,train
47.33,1399.64,522.03,554.86,8.4278,23.501,38.94,642.14,392,1583.3,2388.07,2388.05,8156.05,9065.49,1.3,518.67,100.0,2388,21.61,normal,train
47.2,1404.99,521.78,553.91,8.45,23.3182,38.97,642.48,392,1588.28,2388.02,2388.01,8144.19,9070.11,1.3,518.67,100.0,2388,21.61,normal,train
47.28,1402.29,522.23,553.99,8.4374,23.4108,39.01,642.07,392,1585.35,2388.02,2388.05,8149.84,9067.14,1.3,518.67,100.0,2388,21.61,normal,train
47.3,1408.11,522.41,554.77,8.402,23.4851,38.91,641.57,392,1585.23,2387.98,2388.01,8147.82,9072.96,1.3,518.67,100.0,2388,21.61,normal,train
47.27,1398.88,522.36,554.92,8.4272,23.3642,38.88,642.13,392,1588.93,2388.05,2388.02,8146.19,9072.86,1.3,518.67,100.0,2388,21.61,normal,train
47.32,1406.01,522.3,554.04,8.4268,23.3892,38.82,641.94,392,1588.35,2388.02,2388.01,8151.0,9062.67,1.3,518.67,100.0,2388,21.61,normal,train
47.13,1400.85,522.25,553.75,8.4321,23.3648,39.07,642.9,392,1586.44,2388.02,2388.03,8150.99,9072.09,1.3,518.67,100.0,2388,21.61,normal,train
47.22,1402.17,522.29,554.85,8.3837,23.3774,38.98,642.75,393,1583.4,2388.0,2388.05,8145.23,9068.09,1.3,518.67,100.0,2388,21.61,normal,train
47.34,1397.76,522.19,555.11,8.3789,23.2998,39.07,641.85,392,1590.03,2388.0,2388.04,8151.41,9070.16,1.3,518.67,100.0,2388,21.6,normal,train
47.37,1404.01,522.15,554.16,8.404,23.43,38.83,642.23,392,1578.42,2387.99,2388.0,8143.4,9074.03,1.3,518.67,100.0,2388,21.61,normal,train
47.31,1402.65,522.26,553.25,8.4294,23.2949,38.78,642.9,392,1593.15,2387.99,2388.02,8147.3,9073.29,1.3,518.67,100.0,2388,21.61,normal,train
47.4,1397.17,521.95,554.59,8.4486,23.416,38.92,642.34,392,1593.84,2387.97,2388.03,8146.74,9066.73,1.3,518.67,100.0,2388,21.61,normal,train
47.22,1402.41,522.44,554.92,8.4045,23.3656,38.96,641.88,393,1580.81,2388.01,2388.05,8154.66,9067.93,1.3,518.67,100.0,2388,21.61,normal,train
47.22,1396.28,521.88,553.72,8.3933,23.2491,39.02,641.75,393,1592.03,2388.04,2387.94,8151.57,9072.14,1.3,518.67,100.0,2388,21.61,normal,train
47.35,1397.32,521.89,554.28,8.3913,23.4673,39.07,642.45,392,1587.27,2388.02,2388.02,8147.47,9067.38,1.3,518.67,100.0,2388,21.61,normal,train
47.43,1402.29,522.23,554.17,8.4343,23.3579,38.93,642.7,393,1587.11,2388.02,2388.05,8151.3,9076.52,1.3,518.67,100.0,2388,21.61,normal,train
47.31,1401.99,522.37,554.2,8.4131,23.2955,39.0,642.43,393,1588.87,2387.96,2388.0,8150.18,9067.34,1.3,518.67,100.0,2388,21.61,normal,train
47.31,1400.37,522.32,554.65,8.4025,23.4575,38.95,642.19,391,1583.66,2388.03,2388.0,8151.27,9066.23,1.3,518.67,100.0,2388,21.61,normal,train
47.39,1392.46,522.64,554.1,8.4236,23.4586,38.99,641.78,392,1582.22,2388.04,2388.04,8148.17,9072.33,1.3,518.67,100.0,2388,21.61,normal,train
47.2,1401.32,522.02,553.96,8.4003,23.3957,39.03,641.91,392,1584.35,2388.03,2388.05,8141.88,9070.45,1.3,518.67,100.0,2388,21.61,normal,train
47.14,1400.02,522.52,553.65,8.4259,23.2952,38.73,642.46,392,1587.27,2388.05,2387.98,8145.74,9069.65,1.3,518.67,100.0,2388,21.61,normal,train
47.51,1402.16,521.81,554.15,8.4309,23.4321,38.74,642.55,392,1586.95,2388.0,2388.0,8154.63,9074.67,1.3,518.67,100.0,2388,21.61,normal,train
47.32,1402.89,521.84,554.86,8.4359,23.3657,39.08,642.15,391,1582.66,2388.02,2387.98,8149.23,9070.04,1.3,518.67,100.0,2388,21.61,normal,train
47.31,1400.18,522.53,553.94,8.4318,23.3621,38.8,642.05,392,1593.77,2388.04,2388.04,8144.28,9070.62,1.3,518.67,100.0,2388,21.61,normal,train
47.34,1395.88,522.4,554.68,8.4509,23.3109,38.96,642.78,392,1592.88,2388.04,2388.03,8149.04,9071.56,1.3,518.67,100.0,2388,21.61,normal,train
47.31,1405.56,521.74,554.22,8.3895,23.4005,39.03,642.7,392,1583.74,2388.01,2388.09,8149.51,9068.31,1.3,518.67,100.0,2388,21.61,normal,train
47.27,1394.15,522.0,553.65,8.43,23.2999,38.94,642.23,392,1582.98,2388.0,2388.02,8146.09,9063.86,1.3,518.67,100.0,2388,21.61,normal,train
47.3,1401.92,522.04,554.37,8.3575,23.3385,38.92,642.35,393,1583.76,2388.01,2388.06,8153.23,9079.02,1.3,518.67,100.0,2388,21.61,normal,train
47.19,1409.0,522.88,554.22,8.4244,23.4925,38.82,642.63,392,1583.08,2387.97,2388.01,8155.25,9068.99,1.3,518.67,100.0,2388,21.61,normal,train
47.26,1402.69,522.24,554.15,8.4425,23.3755,38.93,642.16,393,1587.77,2388.07,2388.01,8151.87,9072.66,1.3,518.67,100.0,2388,21.61,normal,train
47.34,1401.06,522.64,554.13,8.3605,23.1841,38.93,642.39,391,1587.75,2388.01,2387.96,8147.96,9075.56,1.3,518.67,100.0,2388,21.61,normal,train
47.27,1395.74,522.46,554.65,8.3714,23.3796,39.04,642.71,392,1586.93,2387.97,2388.03,8153.36,9072.98,1.3,518.67,100.0,2388,21.61,normal,train
47.27,1414.46,522.15,554.33,8.4191,23.3376,38.92,642.65,391,1592.97,2388.07,2388.06,8151.43,9072.55,1.3,518.67,100.0,2388,21.61,normal,train
47.07,1402.57,522.13,554.17,8.4636,23.4173,38.72,642.1,392,1590.37,2387.98,2388.04,8150.91,9070.54,1.3,518.67,100.0,2388,21.61,normal,train
47.08,1399.47,521.74,554.46,8.3952,23.2612,38.95,642.28,392,1578.72,2388.05,2387.98,8148.43,9070.71,1.3,518.67,100.0,2388,21.61,normal,train
47.41,1402.84,521.62,554.2,8.4005,23.402,38.92,642.56,392,1580.83,2388.09,2388.08,8151.61,9071.13,1.3,518.67,100.0,2388,21.61,normal,train
47.27,1405.78,522.17,554.95,8.4296,23.3857,39.05,642.44,393,1588.32,2388.01,2388.02,8151.74,9074.17,1.3,518.67,100.0,2388,21.61,normal,train
47.49,1405.25,521.37,553.3,8.4168,23.3281,38.97,642.14,394,1579.89,2387.98,2388.02,8147.37,9065.46,1.3,518.67,100.0,2388,21.61,normal,train
47.36,1400.08,522.25,554.0,8.3865,23.348,38.81,642.18,394,1590.92,2388.03,2388.03,8152.87,9069.41,1.3,518.67,100.0,2388,21.61,normal,train
47.41,1396.29,522.23,554.1,8.3981,23.3375,38.87,642.51,394,1595.71,2388.01,2388.1,8151.27,9065.86,1.3,518.67,100.0,2388,21.61,normal,train
47.38,1396.89,521.46,554.32,8.416,23.2085,38.89,642.33,391,1589.6,2388.03,2388.09,8152.08,9072.27,1.3,518.67,100.0,2388,21.61,normal,train
47.27,1400.87,522.02,553.82,8.4061,23.3169,38.65,641.84,392,1579.78,2388.04,2388.02,8151.27,9068.05,1.3,518.67,100.0,2388,21.61,normal,train
47.26,1397.46,522.0,553.51,8.4042,23.3628,38.95,642.02,390,1588.45,2388.03,2388.02,8149.76,9071.64,1.3,518.67,100.0,2388,21.61,normal,train
47.27,1408.25,522.07,554.3,8.4364,23.4142,38.87,642.21,393,1587.33,2387.99,2388.06,8156.61,9067.31,1.3,518.67,100.0,2388,21.61,normal,train
47.46,1403.24,521.76,554.64,8.4226,23.4416,38.82,642.58,393,1592.39,2388.02,2388.05,8150.76,9063.65,1.3,518.67,100.0,2388,21.61,normal,train
47.33,1400.06,522.12,553.78,8.411,23.3709,39.02,642.56,391,1582.1,2388.03,2388.05,8150.27,9067.19,1.3,518.67,100.0,2388,21.61,normal,train
47.42,1408.2,521.63,553.23,8.4018,23.3578,38.92,642.25,392,1592.99,2388.04,2388.02,8149.35,9072.88,1.3,518.67,100.0,2388,21.61,normal,train
47.43,1402.5,521.7,553.96,8.3899,23.3456,38.78,642.62,392,1584.19,2387.94,2388.08,8154.28,9067.53,1.3,518.67,100.0,2388,21.61,normal,train
47.42,1397.52,522.16,553.59,8.3736,23.34,38.87,642.37,393,1582.3,2388.02,2388.02,8152.25,9070.67,1.3,518.67,100.0,2388,21.61,normal,train
47.41,1402.39,521.89,553.71,8.4232,23.4135,39.05,642.6,392,1581.37,2388.04,2388.03,8150.03,9069.47,1.3,518.67,100.0,2388,21.61,normal,train
47.39,1396.92,521.6,553.9,8.4411,23.3882,38.96,642.51,391,1588.19,2388.04,2388.01,8150.53,9072.15,1.3,518.67,100.0,2388,21.61,normal,train
47.26,1400.77,521.83,553.95,8.4104,23.2436,39.02,642.42,391,1584.1,2388.01,2388.01,8154.95,9069.0,1.3,518.67,100.0,2388,21.61,normal,train
47.24,1406.97,521.91,554.12,8.3917,23.3635,38.93,642.08,392,1580.49,2387.96,2388.01,8148.93,9070.22,1.3,518.67,100.0,2388,21.61,normal,train
47.31,1403.05,522.42,554.21,8.3861,23.3784,38.95,642.88,392,1591.82,2388.03,2388.03,8147.75,9070.12,1.3,518.67,100.0,2388,21.61,normal,train
47.43,1408.8,521.71,553.78,8.401,23.3978,38.67,642.89,393,1582.94,2388.04,2388.06,8153.77,9066.72,1.3,518.67,100.0,2388,21.61,normal,train
47.37,1398.76,521.91,554.34,8.4459,23.2516,39.08,642.69,393,1591.77,2388.03,2388.05,8151.98,9069.62,1.3,518.67,100.0,2388,21.61,normal,train
47.14,1406.99,521.67,554.34,8.443,23.3091,39.0,642.76,393,1587.73,2388.07,2388.09,8147.45,9077.65,1.3,518.67,100.0,2388,21.61,normal,train
47.39,1405.56,521.74,553.93,8.3877,23.3403,38.95,642.28,392,1584.28,2388.04,2388.03,8155.39,9077.44,1.3,518.67,100.0,2388,21.61,normal,train
47.46,1405.32,521.98,553.76,8.4344,23.4535,38.9,642.34,393,1586.39,2388.1,2388.02,8147.06,9076.53,1.3,518.67,100.0,2388,21.61,normal,train
47.44,1399.57,521.78,553.59,8.3974,23.3354,38.87,642.02,393,1587.49,2388.03,2388.06,8151.84,9070.37,1.3,518.67,100.0,2388,21.61,normal,train
47.28,1410.62,521.56,553.56,8.4162,23.3105,38.81,642.54,393,1586.83,2388.07,2388.06,8150.35,9088.71,1.3,518.67,100.0,2388,21.61,normal,train
47.38,1407.34,521.52,554.32,8.3992,23.3539,38.91,642.07,392,1582.49,2388.0,2388.03,8149.37,9069.66,1.3,518.67,100.0,2388,21.61,normal,train
47.53,1397.47,521.99,554.19,8.4104,23.3992,38.72,641.71,392,1588.01,2388.09,2387.99,8152.41,9071.97,1.3,518.67,100.0,2388,21.61,normal,train
47.49,1405.95,522.03,554.37,8.4209,23.3839,38.88,642.56,392,1584.06,2387.99,2388.08,8147.09,9062.63,1.3,518.67,100.0,2388,21.61,normal,train
47.5,1408.17,522.12,554.43,8.4346,23.2755,38.76,642.22,393,1589.54,2388.03,2388.02,8150.58,9067.92,1.3,518.67,100.0,2388,21.61,normal,train
47.41,1411.66,521.4,553.98,8.4113,23.3028,39.01,642.17,393,1591.24,2388.08,2388.04,8146.2,9062.89,1.3,518.67,100.0,2388,21.61,normal,train
47.51,1401.53,521.75,553.87,8.4157,23.3975,38.87,642.63,394,1586.99,2388.04,2388.09,8151.97,9072.82,1.3,518.67,100.0,2388,21.61,normal,train
47.44,1398.66,521.96,554.4,8.3993,23.2129,39.0,642.17,393,1584.67,2388.07,2388.08,8149.4,9068.35,1.3,518.67,100.0,2388,21.61,normal,train
47.38,1404.55,521.78,554.03,8.419,23.2878,38.87,642.78,394,1586.7,2388.04,2388.05,8155.41,9072.51,1.3,518.67,100.0,2388,21.61,normal,train
47.38,1408.84,521.46,553.91,8.4228,23.3109,38.91,642.68,392,1589.94,2388.11,2388.06,8148.28,9073.7,1.3,518.67,100.0,2388,21.61,normal,train
47.45,1405.2,522.17,552.93,8.4309,23.3841,38.9,642.4,393,1587.34,2388.02,2388.07,8152.79,9074.11,1.3,518.67,100.0,2388,21.61,normal,train
47.46,1406.22,521.6,553.88,8.4117,23.3419,38.77,642.77,393,1589.04,2388.07,2388.07,8149.44,9073.7,1.3,518.67,100.0,2388,21.61,normal,train
47.46,1408.45,521.91,553.38,8.4593,23.3603,38.81,642.53,393,1586.93,2388.1,2388.05,8152.07,9067.38,1.3,518.67,100.0,2388,21.61,normal,train
47.61,1399.54,521.64,553.87,8.4323,23.3556,38.86,642.46,392,1587.8,2388.06,2388.01,8145.89,9076.04,1.3,518.67,100.0,2388,21.61,normal,train
47.36,1397.99,521.89,553.85,8.4056,23.3601,38.93,642.56,392,1586.09,2388.09,2388.01,8152.18,9072.73,1.3,518.67,100.0,2388,21.61,normal,train
47.54,1402.57,521.54,554.08,8.4617,23.3405,38.82,642.4,394,1587.05,2388.05,2388.0,8155.54,9069.91,1.3,518.67,100.0,2388,21.61,normal,train
